id,comuna,ruta,veredicto,paginas,tiene_tablas,rangos,paginas_utiles,confianza,metodo,nota,sesion,fin
melipilla_565c3a4f44,melipilla,Ordenanzas Descargadas\600-1200\melipilla_decreto_promulga_modificacion_del_plan_regulador_comunal_de_melipilla_prorroga_d__index.php.pdf,ESCANEADO,2,no,,0,ALTA,visual,"Diario Oficial N40.202 (02.03.2012), Decreto Ex.597, Municipalidad de Melipilla: Promulga 'Modificacion del PRC de Melipilla, Prorroga de Declaratorias de Utilidad Publica de Terrenos Urbanos... Destinados a Vialidad Estructurante'. p.2 trae tablas de VIAS Norte-Sur y Oriente-Poniente (Nombre de Via/Tramo/Ancho entre Lineas Oficiales Existente-Proyectado/Observaciones) -- son tablas de VIALIDAD (declaratoria utilidad publica de ensanches viales), no de normas de zona edificatoria (COS/CC/altura/agrupamiento/antejardin/predial), consistente con el criterio ya aplicado de excluir vialidad del alcance de esta fase.",S2,2026-07-15T08:39:06
molina_7b21ea12db,molina,Ordenanzas ordenadas\OCR ok\molina_2922_aprueba_modificacion_a_la_ordenanza_del_plan_regulador_comunal_de_molina__Publicacion-del-Viernes-20-de-Octubre-de-2023-DIARIO-OFICIAL.pdf,TEXTO,5,si,3-5,3,ALTA,TEXTO+VISUAL,"MOLINA: Diario Oficial 20-oct-2023, decreto 2922, Aprueba Modificacion a la Ordenanza del PRC. 10 tablas-imagen confirmadas, formato Actual seguido de Reemplazado por lo siguiente, en p3-5. Modifica coeficientes de al menos 6 zonas mixtas residenciales verificadas visualmente: ZU-2b (COS 0,2 a 0,26; CC 1,5 a 1,95; altura 11 a 13,2 m; densidad 80 a 96 hab por ha), ZU-3 (COS 0,4 a 0,52; CC 0,6 a 0,78; altura 8 a 9,6 m; densidad 200 a 240), ZU-4 (COS 0,6 a 0,78; CC 0,8 a 1,04; densidad 160 a 192), ZU-5 (COS 0,5 a 0,65; CC 1,0 a 1,3; altura 11 a 13,2 m; densidad 80 a 96), ZU-6 (COS 0,3 a 0,39; CC 0,6 a 0,78; densidad 40 a 48), ZU-7 (COS 0,1 a 0,13; CC 0,2 a 0,26; densidad 12 a 14,4). Cada tabla trae predial minima, COS, CC, altura, agrupamiento, antejardin y densidad bruta, separadas para Residencial y Equipamiento. Posible 7a zona en p5 no confirmada visualmente.",S1,2026-07-14T21:07:39
molina_b33b044b0c,molina,Ordenanzas ordenadas\OCR ok\molina_52_promulga_plan_regulador_comunal_de_molina_y_deja_sin_efecto_resoluciones_afec__Publicacion-del-Miercoles-7-de-Diciembre-de-2022-DIARIO-OFICIAL.pdf,TEXTO,30,si,15-21,7,ALTA,VISUAL,"TRAMPA NUEVA (no es la trampa LeyChile/Caldera): el veredicto de pagina es TEXTO en promedio, pero las tablas de normas por zona estan insertadas como IMAGEN dentro de un PDF nativo del Diario Oficial digital (2022); el texto solo extrae encabezados de zona (ZU-1, ZU-2...), no los valores. Verificado por render: p15 Art.4.2 lista de zonas (ZU-1 a ZU-7, ZE-1 a ZE-6, ZAP, ZAV) + p16-21 tablas completas por zona (usos de suelo, COS, CC, altura, agrupamiento, antejardin, densidad) terminando en ZAV/ZPL/ICH patrimonial. p22 ya es Titulo 5 Vialidad (fuera de rango). Revisar TODOS los PDFs de Diario Oficial digital 2020+ con este patron -- el veredicto TEXTO no garantiza que las tablas sean texto.",revision-cobertura,2026-07-15T13:25:22
molina_b3e4da9918,molina,Ordenanzas ordenadas\molina_ordenanza_ordenanza_local_plan_regulador_comunal_de_molina__Ordenaza-Local-PRC-Molina.pdf,ESCANEADO,26,si,12-19,8,ALTA,visual,"Ordenanza Local PRC Molina (26p). Art.4.3 Normas Urbanísticas por Zona, tabla completa pp.12-19: ZU-1..ZU-7, ZE-1..ZE-6, ZAP, ZAV (COS, CC, altura, agrupamiento, predial mínima, densidad, antejardín desde ZU-2b). Zonas de Molina/Lontué/Itahue/Radal, sin comuna ajena. Excluidas pp.20-25 (vialidad estructurante, anchos de vía) y p.26 firmas.",S2,2026-07-15T08:45:04
molina_e65282a908,molina,Ordenanzas ordenadas\molina_plan_regulador__Ordenanza-N5-Participacion-Ciudadana.pdf,ESCANEADO,16,no,,0,ALTA,texto,"Ordenanza Municipal N5 de Participación Ciudadana en la Comuna de Molina (02-dic-2019, 16p): regula mecanismos de participación (Consejo Comunal de OSC, audiencias públicas, plebiscitos comunales). No es una ordenanza de zonificación/PRC ni contiene tablas de normas urbanísticas.",S2,2026-07-15T08:45:19
monte_patria_01aa791bae,monte_patria,Ordenanzas Descargadas\600-1200\monte_patria_plan_regulador_comunal__index.php.pdf,ESCANEADO,9,no,,0,ALTA,texto,"Decreto Alcaldicio 18725 (10-dic-2021, 9p): aprueba CONTRATO de consultoría con Geodessus Spa para el ESTUDIO de actualización del PRC de Monte Patria (licitación 2997-32-LQ21). Es un contrato administrativo (precio, forma de pago, equipo de trabajo, multas) — no contiene ninguna norma urbanística ni tabla de zonificación; el estudio referido aún no existe.",S2,2026-07-15T08:45:19
monte_patria_10ff4d784f,monte_patria,Ordenanzas Descargadas\600-1200\monte_patria_decreto_alcaldicio_10156_aprueba_plan_regulador__42916bf5-5ef5-4f4a-b675-7da0f6c73425.pdf,TEXTO,64,si,"38-42,60-64",10,ALTA,TEXTO+VISUAL,"Doc es Volumen I Memoria Explicativa (no la Ordenanza Local formal). Cap 7.2.1: pag38 listado/leyenda codigos de zona (ZU1-ZU10,ZE1-ZE11,ZIS,ZIE,ZAV,ZAV1,ZCH,AR1,AR2); pag39-41 tabla 'Caracteristicas de las Zonas' con SUPERFICIE PREDIAL MINIMA, DENSIDAD BRUTA MAXIMA y USOS DE SUELO por zona/localidad; pag42 tabla complementaria 'Intensidad Ocupacion Suelo' (MEDIA/MEDIA-BAJA/BAJA). OJO: tabla INCOMPLETA -no trae COS, coef.constructibilidad, altura maxima, agrupamiento, antejardin ni distanciamiento (no aparecen en el doc). Pag60-64 Anexo A homologa nomenclatura antigua (A1,A2,B1...) a la nueva con mismos 3 parametros. Paginas con imagen (6,19,27-33,37) verificadas: son mapas/figuras de localizacion, no tabla oculta.",Ordenanzas S5,2026-07-14T21:09:32
monte_patria_117c26663c,monte_patria,Ordenanzas ordenadas\OCR ok\monte_patria_42123_modifica_y_actualiza_plan_regulador_comunal_comuna_de_monte_patria__1440131.pdf,TEXTO,40,si,19-33,15,ALTA,TEXTO+VISUAL,"Trampa MIXTO confirmada (como Caldera): pag.9-40 texto=solo header/footer repetido ~486 chars, contenido real es imagen escaneada. Renderizado: pag19-20 estandares estacionamiento + inicio listado zonas; pag21-33 cuadros completos Art.9 por zona (ZU1-ZU10 pag21-26, ZIS/ZIE pag32, ZAV/ZAV1 pag32-33, ZCH Art.11 pag33): usos suelo, antejardin, COS, coef.constructibilidad, agrupamiento, altura max, densidad, rasantes, distanciamientos. Escaneo nitido y completo. Pag35-39 son tablas de vialidad (calles/anchos), excluidas por no ser normas de zona.",Ordenanzas S5,2026-07-14T21:09:19
monte_patria_a0e72bd2b8,monte_patria,Ordenanzas Descargadas\600-1200\monte_patria_3534_aprueba_rectificacion_de_decreto_de_actualizacion_al_plan_regulador_comuna___1575320.pdf,TEXTO,3,si,2-3,2,ALTA,TEXTO,"Rectificacion puntual cuadro usos de suelo Zona ZE5: pag.2 agrega fila USOS PERMITIDOS (Planta Tratamiento Aguas Servidas), pag.3 elimina fila de USOS PROHIBIDOS. Valores reales del cuadro.",Ordenanzas S5,2026-07-14T21:07:55
mostazal_36109f9930,mostazal,Ordenanzas ordenadas\OCR ok\mostazal_elaboracion_de_los_planes_reguladores__LEY-21078_15-FEB-2018.pdf,TEXTO,13,no,,0,MEDIA,,"Texto integro de la Ley 21.078 (Transparencia Mercado del Suelo), norma nacional que modifica LGUC. No es ordenanza local: no menciona Mostazal ni fija normas de zona.",Ordenanzas S5,2026-07-14T21:07:55
mulchen_a0fc62b101,mulchen,Ordenanzas ordenadas\mulchen_plan_regulador_comunal__Plan_regulador01.pdf,ESCANEADO,28,si,18-19,2,ALTA,visual,"Ordenanza Local PRC Mulchén (28p, doc 01). Art.19-20 usos permitidos/prohibidos p.18, Art.21 'Normas específicas' p.19: tabla completa ZH1,ZH2-ZH3,ZM,ZI,ZEX1-3,ZE1-3,ZR (predial, frente mínimo, COS%, CC, agrupamiento, altura). Confirmado encabezado y firma Municipalidad de Mulchén. ALERTA: pp.23-27 son anexos ajenos pegados al final del PDF (incl. p.25 ordenanza de Providencia, comuna ajena) — no se incluyen en el rango, ninguno trae tabla nueva. p.17 en blanco (plano no capturado).",S2,2026-07-15T08:45:04
mulchen_de6c69aa90,mulchen,Ordenanzas ordenadas\mulchen_10_plan_regulador_comunal_de_mulchen__plan_regulador.pdf,ESCANEADO,22,si,18-19,2,ALTA,visual,"Ordenanza Local PRC Mulchén (22p, doc 10 — mismo contenido normativo que mulchen_a0fc62b101 doc 01, registrado como documento independiente por instrucción). Mismo Art.21 'Normas específicas' p.19 (num.interna -16-) y usos permitidos p.18. Antejardín Art.11 p.14 (2m general, 10m en Accesos Norte/Sur). Toponimia 100% Mulchén, sin comuna ajena. Excluidas pp.20-22 (vialidad). p.17 en blanco.",S2,2026-07-15T08:45:04
nacimiento_7aa90ac7cd,nacimiento,Ordenanzas ordenadas\OCR ok\nacimiento_70_apruebese_modificacion_plan_regulador_comunal_de_nacimiento_ano_2004__5992_modificacion2004.pdf,TEXTO,6,si,4-5,2,ALTA,TEXTO,"Incorpora zonas nuevas Z-6 (pag.4), Z-7 y Z-8 (pag.5) con tabla completa: usos permitidos/prohibidos, superficie predial minima, COS, agrupamiento, altura maxima, antejardin.",Ordenanzas S5,2026-07-14T21:07:55
nacimiento_bf04f82409,nacimiento,Ordenanzas ordenadas\OCR ok\nacimiento_116_apruebese_plan_regulador_comunal_de_nacimiento_ano_1985__5992_planregulador1985.pdf,TEXTO,3,si,2-3,2,ALTA,TEXTO,"Art.8 tabla completa Z-1 a Z-5 (usos, superficie predial min, frente predial min, ocupacion max suelo, agrupamiento, altura max, profundidad continuidad) integra en pag.2. Pag.3 Cap.IV condiciones generales (antejardin, cierros, adosamientos, estacionamientos art.17-20) + tablas de vialidad antes de pasar a otra ordenanza (Lo Prado). Pag.1 solo protocolar/limite urbano.",Ordenanzas S5,2026-07-14T21:07:34
nacimiento_f5dcee8426,nacimiento,Ordenanzas ordenadas\OCR ok\nacimiento_15_apruebese_plan_regulador_comunal_de_nacimiento_ano_2009__5992_planregulador2009.pdf,MIXTO,12,si,6-10,5,ALTA,TEXTO+VISUAL,"Ordenanza Local PRC Nacimiento 2009 (DO 13-jul-2009). Art.38 fin pag6 introduce zonificacion. Pag7-10 (chars=76, tabla escaneada confirmada por render) cuadro completo por zona: ZR-1,ZR-2,ZR-3,ZR-4,ZRM-1,ZRM-2,ZRC-1,ZRC-2,ZEC,ZM-1,ZM-2,ZAP,ZAM,ZAMAP,ZST,ZED,ZMC,ZEP,ZExR-1,ZExR-2,ZExAPC -cada una con usos de suelo y condiciones edificacion/subdivision/urbanizacion (superficie predial minima, COS, altura Art.2.6.3 OGUC, agrupamiento, adosamiento, distanciamiento medianeros, antejardin, densidad max) + tablas de incentivos. Pag11 ya es Titulo VI Inmuebles Conservacion Historica (Art.39-40), sin normas de zona adicionales.",Ordenanzas S5,2026-07-15T08:01:05
nacimiento_f9bc448e33,nacimiento,Ordenanzas ordenadas\nacimiento_1270_promulga_enmienda_n2_al_plan_regulador_comunal_de_nacimiento__50977_enmienda2_prc_nacimiento.pdf,ESCANEADO,16,si,1-16,16,ALTA,VISUAL,"Decreto 1270/2020, 30-sep-2020, PROMULGA ENMIENDA N2 AL PRC DE NACIMIENTO. Modifica Art 39 de la Ordenanza Local, trasladando uso de suelo Equipamiento Educacional desde Zona Microcentro a un sector de la Zona Actividades Productivas ZAP (Fundo El Huingan, junto a planta INFORSA). Trae tabla COMPLETA 'ZONA ACTIVIDADES PRODUCTIVAS ZAP': Usos de Suelo (permitido/condicionado/prohibido por tipo: residencial, equipamiento, comercio, deporte, educacion, esparcimiento, salud, seguridad, servicios, actividades productivas), y Condiciones de Edificacion y Urbanizacion: Superficie Predial Minima 2500m2, Coeficiente Maximo Ocupacion 0.5, Altura Maxima segun Art 2.6.3 OGUC, Sistema Agrupamiento Aislado, Adosamiento no se permite, Distancia Minima a Medianeros 5.0mts, Antejardin Minimo (10m actividades productivas / 5m otros usos), Densidad Maxima no se exige. La tabla aparece 3 veces: en el oficio SECPLAN (pag 4), en la publicacion Diario Oficial (repite el decreto completo desde pag 6) y en el Plano E2-PRCN a color con leyenda de zonificacion (pag 16, incluye tambien ZRM-1, ZRC-2, ZAM, ZAMAP, ZMC, ZPR-1, ZPR-5). Documento de 16 paginas, rango generoso porque el contenido normativo se repite en formato oficio + DO + plano. Verificado visualmente paginas 1-6 y 16 de 16.",S1,2026-07-15T08:41:05
nancagua_22d78fe7d4,nancagua,Ordenanzas Descargadas\600-1200\nancagua_decreto_alcaldicio_3166_autoricese_publicacion_1_aviso_publicitario_1_audiencia___3166.pdf,ESCANEADO,1,no,,0,ALTA,VISUAL,"Decreto Alcaldicio 3166, 27-sep-2019: AUTORICESE la publicacion de 1 aviso publicitario para la 1ra Audiencia del Plan Regulador de Nancagua, via Convenio Marco Mercado Publico. Es un decreto de compra/contratacion de servicio de publicidad (orden de compra a Sociedad Periodistica Portales Ltda, 61.800), tramite administrativo/presupuestario, no contiene texto ni tabla de normas urbanisticas. Verificado visualmente, documento de 1 pagina.",S1,2026-07-15T08:41:08
nancagua_4377b3cbde,nancagua,Ordenanzas Descargadas\600-1200\nancagua_decreto_alcaldicio_3432_autoriza_adquisicion_de_04_servicios_de_banqueteria_para__3432.pdf,ESCANEADO,1,no,,0,ALTA,VISUAL,"Decreto Alcaldicio 3432, 22-oct-2019: AUTORICESE la adquisicion de 4 Servicios de Banqueteria para difusion del Plan Regulador. Decreto de compra/contratacion (orden de compra 44.962), tramite administrativo/presupuestario, no contiene tabla de normas urbanisticas. Verificado visualmente, documento de 1 pagina.",S1,2026-07-15T08:41:10
nancagua_4ea74c3227,nancagua,Ordenanzas Descargadas\600-1200\nancagua_decreto_alcaldicio_4248_ratifiquese_contratacion_de_un_servicio_de_coctel_jornad__4248.pdf,ESCANEADO,1,no,,0,ALTA,VISUAL,"Decreto Alcaldicio 4248, 12-dic-2019: RATIFIQUESE la contratacion de un servicio de coctel para una Jornada de Audiencia del Plan Regulador (trato directo, proveedor Constanza Arias Perez, 92.700). Decreto de compra/contratacion de catering, tramite administrativo/presupuestario, no contiene tabla de normas urbanisticas. Verificado visualmente, documento de 1 pagina.",S1,2026-07-15T08:41:13
nancagua_4f8e43495b,nancagua,Ordenanzas Descargadas\600-1200\nancagua_decreto_alcaldicio_3415_autoriza_publicacion_de_aviso_para_segunda_audiencia_del__3415.pdf,ESCANEADO,1,no,,0,ALTA,VISUAL,"Decreto Alcaldicio 3415, 19-oct-2019: AUTORICESE la publicacion de aviso para la Segunda Audiencia del Plan Regulador Comunal de Nancagua en Diario Sexta Region, via Convenio Marco Mercado Publico. Decreto de compra/contratacion de publicidad (61.800), tramite administrativo/presupuestario, no contiene tabla de normas urbanisticas. Verificado visualmente, documento de 1 pagina.",S1,2026-07-15T08:41:15
nancagua_5b0e7abe65,nancagua,Ordenanzas Descargadas\600-1200\nancagua_decreto_alcaldicio_1945_autoriza_publicacion_de_un_aviso_por_estudio_plan_regula__1945.pdf,ESCANEADO,1,no,,0,MEDIA,,"Decreto Alcaldicio 1945/2018: orden de compra para publicar aviso de estudio del PRC. Puramente administrativo, sin contenido normativo.",S3,2026-07-15T08:40:06
nancagua_8655e45c46,nancagua,Ordenanzas Descargadas\600-1200\nancagua_decreto_alcaldicio_3598_apruebese_convocatoria_a_plesbicito_comunal_para_aprobac__3598.pdf,ESCANEADO,4,no,,0,MEDIA,,"Decreto Alcaldicio 3598/2018: aprueba convocatoria a Consulta Pública/Plebiscito Comunal sobre aprobación o rechazo del proyecto PRC de Nancagua y Cunaco (elaborado por SEREMI). Es un decreto procedimental de participación ciudadana, no transcribe el instrumento ni sus normas.",S3,2026-07-15T08:40:06
nancagua_86b116ce52,nancagua,Ordenanzas Descargadas\600-1200\nancagua_decreto_alcaldicio_3231_regularicese_contratacion_para_servicio_de_coffe_break_j__3231.pdf,ESCANEADO,1,no,,0,MEDIA,,"Decreto Alcaldicio 3231/2018: orden de compra para servicio de coffee break en jornadas de difusión del PRC. Puramente administrativo, sin contenido normativo.",S3,2026-07-15T08:40:07
nancagua_88782f50bf,nancagua,Ordenanzas Descargadas\600-1200\nancagua_decreto_alcaldicio_1430_aprueba_y_designa_deleguese_cumplase_dispongase_informes__1430.pdf,ESCANEADO,2,no,,0,MEDIA,,"Decreto Alcaldicio 1430/2018: aprueba inicio del proceso de aprobación del PRC de Nancagua. Puramente procedimental, sin tabla de parámetros.",S3,2026-07-15T08:41:22
nancagua_8a02d671e2,nancagua,Ordenanzas Descargadas\600-1200\nancagua_decreto_alcaldicio_3236_crease_fondo_a_rendir_para_cancelacion_de_cartas_certifi__3236.pdf,ESCANEADO,2,no,,0,MEDIA,,"Decreto Alcaldicio 3236/2018: crea fondo a rendir para cancelación de cartas certificadas de citación a audiencia pública del PRC. Puramente administrativo, sin contenido normativo.",S3,2026-07-15T08:41:23
nancagua_c7ce013400,nancagua,Ordenanzas Descargadas\600-1200\nancagua_decreto_alcaldicio_2441_apruebense_informe_ambiental_del_estudio_plan_regulador___2441.pdf,ESCANEADO,10,no,,0,MEDIA,,"Decreto Alcaldicio 2441/2018 (10p): aprueba Informe Ambiental (Evaluación Ambiental Estratégica) del estudio PRC Nancagua. Contiene objetivos ambientales, indicadores de seguimiento (áreas verdes, consolidación residencial ZU1-4/ZAV) y listas de asistentes a talleres EAE — no transcribe tabla de parámetros urbanísticos (COS/CC/altura/predial) por zona.",S3,2026-07-15T08:41:23
nancagua_d17df7f9d4,nancagua,Ordenanzas Descargadas\600-1200\nancagua_decreto_alcaldicio_3351_autoriza_contratacion_de_un_servicio_de_coctel_para_terc__3351.pdf,ESCANEADO,1,no,,0,MEDIA,,Decreto Alcaldicio 3351/2019: autoriza contratacion trato directo de servicio de coctel para Tercera Audiencia del Plan Regulador. No contiene normas urbanisticas.,Ordenanzas S4,2026-07-15T08:44:04
navidad_4447f3f6ff,navidad,Ordenanzas Descargadas\600-1200\navidad_decreto_alcaldicio_690_suspension_de_plazo_de_etapa_parcial_estudio_reformulacio__bb04eb06-aa27-47a6-86f0-c176d1167808.pdf,TEXTO,3,no,,0,MEDIA,,Decreto 690/2025: suspende 45 dias plazo Etapa 4 Anteproyecto estudio reformulacion PRC (problemas cartografia base). Puro tramite.,Ordenanzas S5,2026-07-14T21:07:54
navidad_55ee43538a,navidad,Ordenanzas Descargadas\600-1200\navidad_decreto_alcaldicio_848_aumento_de_suspension_de_etapa_estudio_reformulacion_del___e1f87134-ac6e-4883-b114-dd893cc21d76.pdf,TEXTO,2,no,,0,MEDIA,,Decreto 848/2025: aumenta 45 dias adicionales la suspension de la Etapa 4 Anteproyecto (continuacion del 690). Puro tramite.,Ordenanzas S5,2026-07-14T21:07:55
navidad_75d6038c25,navidad,Ordenanzas Descargadas\600-1200\navidad_decreto_alcaldicio_1728_aprueba_especificaciones_tecnicas_para_contratacion_de_s__43c855b7-1651-464e-a0ea-408a74c44d6e.pdf,TEXTO,2,no,,0,MEDIA,,"Decreto 1728/2024: aprueba especificaciones tecnicas para contratar cartografia base del PRC (trato directo, Mercado Publico). Tramite de contratacion.",Ordenanzas S5,2026-07-14T21:07:55
navidad_77f0ba0d06,navidad,Ordenanzas Descargadas\600-1200\navidad_decreto_alcaldicio_2517_prorroga_plazo_para_realizar_observaciones_en_proceso_co__b778eaaa-f6fd-4e83-babf-1f91bb2a7197.pdf,TEXTO,2,no,,0,MEDIA,,Decreto 2517/2024: prorroga de 30 a 45 dias plazo de observaciones en Consulta Publica Imagen Objetivo PRC (art.28 octies LGUC). Tramite de plazo participativo.,Ordenanzas S5,2026-07-14T21:07:55
navidad_7c16b45921,navidad,Ordenanzas Descargadas\600-1200\navidad_resolucion_afecta_aprueba_reformulacion_plan_regulador_comunal_de_navidad__ad5c1efd-b09d-4033-8bac-8b656f591f00.pdf,TEXTO,77,si,35-55,21,ALTA,TEXTO,"reformulación PRC completa: Capítulo IV Zonificación/Uso Suelo/Normas Específicas (art.24), pág35 encabezado+listado zonas, pág36-55 tabla normativa completa por zona (A1,A1c,A2-A7c,B,BCD,C,E,EB1,EB2,ZR-1,R1-R6,P1) con usos permit./prohib., densidad, COS, CC, altura máxima, rasante, agrupamiento, antejardín, cierros, superficie predial mínima; texto nativo",Ordenanzas S4,2026-07-14T21:09:52
navidad_aad321f286,navidad,Ordenanzas Descargadas\600-1200\navidad_decreto_alcaldicio_1971_autoriza_perifoneo_para_difundir_la_modificacion_al_plan__71cdec6b-594a-4189-aa4b-a2ccef0cea47.pdf,TEXTO,1,no,,0,MEDIA,,"solo autoriza perifoneo (megafonía) para difundir modificación al PRC, calendario de horarios por sector, sin cuadro normativo",Ordenanzas S4,2026-07-14T21:06:53
navidad_afb7c778e1,navidad,Ordenanzas Descargadas\600-1200\navidad_decreto_alcaldicio_556_resuelve_procedimiento_de_suspension_de_plazo_estudio_pla__5eb99960-657f-4877-94dd-c5a161d0e1ed.pdf,TEXTO,2,no,,0,MEDIA,,"trámite administrativo: suspende plazo del estudio de reformulación del PRC (etapa diagnóstico), sin contenido normativo",Ordenanzas S4,2026-07-14T21:06:53
navidad_bfbbeaa6c2,navidad,Ordenanzas Descargadas\600-1200\navidad_decreto_alcaldicio_1078_aprueba_bases_administrativas_tecnicas_y_convoca_a_propu__992509da-6bf3-4674-83c6-4b7eed7ac7f5.pdf,ESCANEADO,1,no,,0,MEDIA,,"Decreto Alcaldicio 1078/2022: aprueba bases administrativas y convoca a licitacion publica para consultoria de Reformulacion del PRC de Navidad. Documento de proceso de contratacion, no contiene cuadro de normas.",Ordenanzas S4,2026-07-15T08:44:04
navidad_d46a4052db,navidad,Ordenanzas Descargadas\600-1200\navidad_decreto_alcaldicio_1017_rectifica_plazo_total_del_estudio_reformulacion_plan_reg__c90b2d7c-3292-48f6-978e-e6212ba5f9e5.pdf,TEXTO,2,no,,0,MEDIA,,"trámite administrativo: rectifica plazo total del estudio de reformulación PRC (720->817 días), sin contenido normativo",Ordenanzas S4,2026-07-14T21:06:54
navidad_dcfc6e7816,navidad,Ordenanzas Descargadas\600-1200\navidad_decreto_alcaldicio_303_aprueba_bases_administrativas_y_tecnicas_reformulacion_pl__4f517496-c59c-4ecd-8f98-85f76f124129.pdf,ESCANEADO,1,no,,0,MEDIA,,"Decreto Alcaldicio 303/2021: aprueba bases administrativas y convoca a licitacion publica para Reformulacion del PRC de Navidad. Documento de proceso de contratacion, no contiene cuadro de normas.",Ordenanzas S4,2026-07-15T08:44:04
navidad_e2a7f0edac,navidad,Ordenanzas Descargadas\600-1200\navidad_decreto_alcaldicio_2077_suspension_de_plazo_estudio_reformulacion_del_plan_regul__8565f546-c8dd-4b8d-a215-f70408fc70c4.pdf,TEXTO,2,no,,0,MEDIA,,"trámite administrativo: suspende plazo de entrega de observaciones etapa 3A (imagen objetivo) del estudio de reformulación PRC, sin contenido normativo",Ordenanzas S4,2026-07-14T21:06:54
navidad_f10f6e6bf6,navidad,Ordenanzas Descargadas\600-1200\navidad_decreto_alcaldicio_277_aprueba_bases_reformulacion_plan_regulador_comuna_de_navi__39bf40c1-37c9-4fce-a156-093d3f395b9a.pdf,ESCANEADO,1,no,,0,MEDIA,,"Decreto Alcaldicio 1277/2022 (identificado en encabezado como N277 en nombre de archivo): aprueba bases y convoca a licitacion para Reformulacion del PRC de Navidad. Documento de proceso de contratacion, no contiene cuadro de normas.",Ordenanzas S4,2026-07-15T08:44:04
niquen_e77cbf5431,niquen,Ordenanzas ordenadas\niquen_94_modifica_resolucion_n_121_de_15092008_que_promulga_plan_regulador_comunal_de___do-20090924.pdf,ESCANEADO,60,si,19-21,3,ALTA,VISUAL,"Publicacion completa Diario Oficial (60 pag). Contenido de Niquen ocupa pag 13-21 (Resolucion 94 modifica cuadros de usos de suelo, luego Resolucion 121 promulga el PRC con texto completo de la Ordenanza Local); resto son avisos/decretos de otras comunas. Tablas de NORMAS URBANISTICAS por zona con valores reales (superficie predial minima, COS, CC, altura maxima, sistema de agrupamiento, antejardin, distanciamiento) estan en pag 19-21: cuadro USOS DE SUELO y cuadro EDIFICACION para cada zona (ZHMC, ZH-1, ZH-2, ZE, ZED, ZES, ZPI, ZEXH, ZPU, ZPD). Pag 13-14 (Resolucion 94) solo modifica tablas de vialidad y usos de suelo sin cifras de COS/CC/altura.",Ordenanzas S4,2026-07-15T08:44:17
nogales_f4c334a210,nogales,Ordenanzas Descargadas\600-1200\nogales_decreto_2121_aprueba_suspension_de_plazos_proyecto_actualizacion_plan_regulador___2121.pdf,ESCANEADO,2,no,,0,MEDIA,,"Decreto2121: aprueba suspension de plazos Etapa5 proyecto actualizacion PRC (tramite administrativo). Sin tablas de normas, solo fechas de etapas.",Ordenanzas S5,2026-07-15T08:42:51
nunoa_09ebb8d751,nunoa,Ordenanzas ordenadas\OCR ok\nunoa_1593_promulga_la_aprobacion_de_la_modificacion_al_plan_comunal_regulador_de_nuno__Exportar.pdf,TEXTO,6,no,,0,MEDIA,,"TRAMPA LEYCHILE: modif N14 inserta nueva Zona Z-7 (art 26) pero el texto dice literalmente 'imagen' sin datos - verificado con pdfimages: el PDF NO tiene el cuadro incrustado, solo el logo BCN. Tabla irrecuperable de este archivo, requiere Diario Oficial 21-oct-2016",Ordenanzas S4,2026-07-14T21:09:51
nunoa_47792b2efe,nunoa,Ordenanzas ordenadas\OCR ok\nunoa_1890_aprueba_modificacion_no_16_al_plan_regulador_comunal__1306404.pdf,TEXTO,3,no,,0,MEDIA,,modificación N16 (versión DO): solo cambia altura en 7 polígonos existentes remitiendo a zonas Z-4C/Z-7A ya definidas en Modificación N15 anterior; sin cuadro normativo propio,Ordenanzas S4,2026-07-14T21:09:51
nunoa_c703268b35,nunoa,Ordenanzas ordenadas\OCR ok\nunoa_720_promulga_aprobacion_de_modificacion_no_15_del_plan_regulador_comunal_de_nuno__1217657.pdf,TEXTO,5,si,4-5,2,ALTA,TEXTO,"modificación N15: pág4-5 tabla completa nuevas zonas Z-4C, Z-7A, Z-7B (uso residencial y equipamiento) con superficie predial mínima, COS, coef. constructibilidad, sistema agrupamiento, altura máxima, rasante, antejardín, densidad bruta - texto nativo completo",Ordenanzas S4,2026-07-14T21:10:13
nunoa_e354574926,nunoa,Ordenanzas ordenadas\OCR ok\nunoa_1167_promulga_aprobacion_de_la_modificacion_no_18_del_plan_regulador_de_nunoa__PUBLICACION_30_DE_AGOSTO_2019.pdf,TEXTO,59,si,19-25,7,ALTA,TEXTO+VISUAL,"modificación N18: Art.26 Normas de edificación y subdivisión reemplaza cuadros normativos por zona (Z-1,Z-1A,Z-1B,Z-2,Z-3,Z-3A,Z-4,Z-4m,Z-4C,Z-5,Z-6,ZI-1) como imágenes incrustadas grandes, verificado con pdfimages+render: pág19 Z-1 completa, pág22 Z-1B+Z-2, pág24 Z-4/Z-4m/Z-5, pág25 ediciones Z-6/ZI-1",Ordenanzas S4,2026-07-14T21:15:36
nunoa_fa5f82ffb5,nunoa,Ordenanzas ordenadas\OCR ok\nunoa_1890_promulgase_la_aprobacion_de_la_modificacion_no_16_al_plan_regulador_de_la_c__Exportar.pdf,TEXTO,3,no,,0,MEDIA,,"duplicado de modificación N16 (versión leychile), idéntico contenido a nunoa_47792b2efe: sin cuadro normativo propio, remite a zonas ya definidas en Mod. N15",Ordenanzas S4,2026-07-14T21:09:52
